id,country,language,treatment,age,gender,gender_text,education,political_ideology,religiosity,subjective_SES,AI_familiarity,AI_frequency,AI_trustworthy,order,dilemma,advisor,advice,trustworthy,blame,trust_other_issues,surprise,humanlike,judgement_pre,judgement_post,confidence_pre,confidence_post,comprehension_check
5496,Turkey,TR,AI,49,Male,NA,6,7,7,5,2,2,2,1,Baby,VIRTUE-BOT,Utilitarian,5,5,5,6,5,0,0.28,1,2,Incorrect
5496,Turkey,TR,AI,49,Male,NA,6,7,7,5,2,2,2,2,Bike,ETHIC-AI,Deontological,2,2,4,2,2,0.07,0.97,1,4,Correct
5497,Turkey,TR,Human,26,Female,NA,6,4,3,7,6,4,5,1,Baby,Dr. Thompson,Deontological,6,1,6,1,6,0.29,0.2,4,6,Correct
5497,Turkey,TR,Human,26,Female,NA,6,4,3,7,6,4,5,2,Bike,Dr. Smith,Utilitarian,3,5,2,5,2,0.16,0.23,4,6,Incorrect
5498,Turkey,TR,Human,32,Female,NA,6,4,6,4,5,2,1,1,Baby,Dr. Smith,Deontological,5,7,5,2,2,0.48,0.52,1,5,Correct
5498,Turkey,TR,Human,32,Female,NA,6,4,6,4,5,2,1,2,Bike,Dr. Thompson,Utilitarian,4,4,4,4,4,0.55,0.82,4,5,Correct
5499,Turkey,TR,Human,41,Female,NA,4,3,7,3,2,1,2,1,Bike,Dr. Thompson,Utilitarian,7,7,7,7,1,0,0.91,7,6,Correct
5499,Turkey,TR,Human,41,Female,NA,4,3,7,3,2,1,2,2,Baby,Dr. Smith,Deontological,7,5,6,5,5,0.06,0,7,7,Correct
5500,Turkey,TR,Human,18,Male,NA,4,7,4,10,4,2,4,1,Bike,Dr. Thompson,Utilitarian,1,7,1,7,1,0.64,0.85,4,7,Incorrect
5500,Turkey,TR,Human,18,Male,NA,4,7,4,10,4,2,4,2,Baby,Dr. Smith,Deontological,7,1,7,1,7,0.84,0.99,4,3,Correct
5501,Turkey,TR,Human,38,Female,NA,6,4,6,6,7,4,1,1,Bike,Dr. Thompson,Deontological,7,1,7,1,7,0.27,0.26,1,1,Correct
5501,Turkey,TR,Human,38,Female,NA,6,4,6,6,7,4,1,2,Baby,Dr. Smith,Utilitarian,3,1,3,1,7,0.7,0.73,1,3,Correct
5502,Turkey,TR,Human,35,Female,NA,6,1,1,5,7,5,7,1,Baby,Dr. Smith,Utilitarian,1,7,1,7,1,0,0.06,7,7,Correct
5502,Turkey,TR,Human,35,Female,NA,6,1,1,5,7,5,7,2,Bike,Dr. Thompson,Deontological,7,1,7,1,7,0,0,7,7,Correct
5503,Turkey,TR,Human,35,Female,NA,6,4,6,4,1,1,1,1,Baby,Dr. Thompson,Deontological,1,7,1,1,1,0,0,7,7,Incorrect
5503,Turkey,TR,Human,35,Female,NA,6,4,6,4,1,1,1,2,Bike,Dr. Smith,Utilitarian,3,4,4,4,3,0.97,0.59,4,3,Correct
5504,Turkey,TR,AI,23,Male,NA,4,5,6,6,6,4,5,1,Baby,ETHIC-AI,Deontological,5,6,5,7,4,0.24,0.15,5,7,Correct
5504,Turkey,TR,AI,23,Male,NA,4,5,6,6,6,4,5,2,Bike,VIRTUE-BOT,Utilitarian,5,7,5,7,5,0.02,0,7,7,Incorrect
5505,Turkey,TR,AI,43,Male,NA,6,6,6,7,5,1,5,1,Baby,VIRTUE-BOT,Utilitarian,4,5,3,5,3,0.77,0.84,5,6,Correct
5505,Turkey,TR,AI,43,Male,NA,6,6,6,7,5,1,5,2,Bike,ETHIC-AI,Deontological,4,4,4,4,4,0.84,0.78,6,6,Incorrect
5506,Turkey,TR,Human,35,Female,NA,6,4,1,6,6,4,6,1,Baby,Dr. Smith,Deontological,6,3,5,1,7,0.43,0.23,4,6,Correct
5506,Turkey,TR,Human,35,Female,NA,6,4,1,6,6,4,6,2,Bike,Dr. Thompson,Utilitarian,3,6,2,6,2,0.25,0.26,6,6,Correct
5507,Turkey,TR,AI,25,Female,NA,8,2,2,4,7,5,7,1,Bike,VIRTUE-BOT,Deontological,6,1,6,2,5,0,0.09,7,6,Correct
5507,Turkey,TR,AI,25,Female,NA,8,2,2,4,7,5,7,2,Baby,ETHIC-AI,Utilitarian,2,5,2,6,4,0.09,0.05,6,6,Correct
5508,Turkey,TR,Human,43,Male,NA,6,1,4,7,4,2,7,1,Baby,Dr. Thompson,Deontological,7,7,7,4,7,0,0.03,7,7,Correct
5508,Turkey,TR,Human,43,Male,NA,6,1,4,7,4,2,7,2,Bike,Dr. Smith,Utilitarian,7,7,7,5,7,0.98,0.97,7,7,Correct
5509,Turkey,TR,AI,50,Male,NA,8,3,3,6,7,4,5,1,Baby,VIRTUE-BOT,Deontological,7,1,6,5,7,0,0,7,7,Correct
5509,Turkey,TR,AI,50,Male,NA,8,3,3,6,7,4,5,2,Bike,ETHIC-AI,Utilitarian,3,7,2,4,1,0,0,7,7,Correct
5510,Turkey,TR,Human,24,Male,NA,8,3,4,7,4,5,6,1,Baby,Dr. Smith,Utilitarian,5,4,4,7,5,0.09,0.23,7,4,Incorrect
5510,Turkey,TR,Human,24,Male,NA,8,3,4,7,4,5,6,2,Bike,Dr. Thompson,Deontological,4,4,4,4,4,0.3,0.34,4,4,Correct
5511,Turkey,TR,AI,48,Female,NA,6,4,6,8,7,5,6,1,Bike,VIRTUE-BOT,Utilitarian,5,3,5,1,4,0.02,1,6,7,Correct
5511,Turkey,TR,AI,48,Female,NA,6,4,6,8,7,5,6,2,Baby,ETHIC-AI,Deontological,7,1,7,1,7,0.01,0,7,7,Correct
5512,Turkey,TR,AI,25,Male,NA,4,4,4,5,4,3,4,1,Bike,ETHIC-AI,Utilitarian,3,5,5,4,4,0.64,0.66,4,5,Correct
5512,Turkey,TR,AI,25,Male,NA,4,4,4,5,4,3,4,2,Baby,VIRTUE-BOT,Deontological,5,3,4,5,5,0.56,0.68,4,5,Incorrect
5513,Turkey,TR,Human,19,Male,NA,5,3,5,8,7,5,4,1,Bike,Dr. Smith,Deontological,6,2,6,2,4,0.81,0.12,5,6,Correct
5513,Turkey,TR,Human,19,Male,NA,5,3,5,8,7,5,4,2,Baby,Dr. Thompson,Utilitarian,2,6,2,7,2,0.49,0.4,1,1,Correct
5514,Turkey,TR,Human,55,Male,NA,6,2,1,8,4,3,4,1,Baby,Dr. Smith,Deontological,2,2,3,6,4,1,1,5,6,Correct
5514,Turkey,TR,Human,55,Male,NA,6,2,1,8,4,3,4,2,Bike,Dr. Thompson,Utilitarian,5,2,6,2,5,0.9,0.93,6,6,Correct
5515,Turkey,TR,AI,46,Male,NA,6,4,4,7,5,3,4,1,Baby,VIRTUE-BOT,Utilitarian,2,6,2,2,2,0.45,0.37,2,2,Incorrect
5515,Turkey,TR,AI,46,Male,NA,6,4,4,7,5,3,4,2,Bike,ETHIC-AI,Deontological,2,6,2,2,2,0.81,0.92,6,6,Incorrect
5516,Turkey,TR,AI,51,Male,NA,6,4,4,5,3,2,4,1,Bike,VIRTUE-BOT,Deontological,4,4,3,3,3,0.61,0.57,4,2,Incorrect
5516,Turkey,TR,AI,51,Male,NA,6,4,4,5,3,2,4,2,Baby,ETHIC-AI,Utilitarian,3,3,3,2,2,0.58,0.43,3,3,Correct
5517,Turkey,EN,AI,30,Female,NA,6,7,7,5,5,3,3,1,Bike,VIRTUE-BOT,Utilitarian,1,7,1,1,1,0,0,7,7,Correct
5517,Turkey,EN,AI,30,Female,NA,6,7,7,5,5,3,3,2,Baby,ETHIC-AI,Deontological,4,1,4,6,1,0,0,7,7,Correct
5518,Turkey,TR,Human,29,Female,NA,5,4,2,4,3,2,3,1,Bike,Dr. Smith,Deontological,5,1,3,7,7,0.22,0,1,7,Correct
5518,Turkey,TR,Human,29,Female,NA,5,4,2,4,3,2,3,2,Baby,Dr. Thompson,Utilitarian,4,7,5,4,3,0,0,7,7,Correct
5519,Turkey,TR,Human,30,Female,NA,5,4,7,4,1,1,3,1,Bike,Dr. Smith,Deontological,1,7,1,7,3,0.99,1,3,3,Correct
5519,Turkey,TR,Human,30,Female,NA,5,4,7,4,1,1,3,2,Baby,Dr. Thompson,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
5520,Turkey,TR,AI,34,Male,NA,6,4,4,7,5,3,5,1,Baby,ETHIC-AI,Utilitarian,6,1,6,2,6,1,1,5,6,Correct
5520,Turkey,TR,AI,34,Male,NA,6,4,4,7,5,3,5,2,Bike,VIRTUE-BOT,Deontological,2,5,3,2,2,0.98,0.95,7,6,Incorrect
5521,Turkey,TR,AI,24,Male,NA,6,4,6,6,5,2,1,1,Bike,VIRTUE-BOT,Utilitarian,5,1,5,1,6,0.51,1,1,7,Correct
5521,Turkey,TR,AI,24,Male,NA,6,4,6,6,5,2,1,2,Baby,ETHIC-AI,Deontological,7,1,1,1,1,0,0.01,1,7,Correct
5522,Turkey,TR,AI,45,Male,NA,6,4,4,8,5,3,4,1,Bike,ETHIC-AI,Deontological,5,6,5,5,5,0.74,0.73,5,4,Incorrect
5522,Turkey,TR,AI,45,Male,NA,6,4,4,8,5,3,4,2,Baby,VIRTUE-BOT,Utilitarian,4,5,5,6,4,0.81,0.75,6,3,Correct
5523,Turkey,TR,Human,30,Male,NA,6,4,4,5,5,3,4,1,Baby,Dr. Thompson,Deontological,4,4,1,1,4,1,1,7,7,Correct
5523,Turkey,TR,Human,30,Male,NA,6,4,4,5,5,3,4,2,Bike,Dr. Smith,Utilitarian,4,4,4,4,4,1,1,7,7,Correct
5524,Turkey,TR,Human,25,Male,NA,6,6,5,6,7,4,5,1,Bike,Dr. Thompson,Deontological,7,5,1,7,1,0.06,0,5,7,Correct
5524,Turkey,TR,Human,25,Male,NA,6,6,5,6,7,4,5,2,Baby,Dr. Smith,Utilitarian,4,7,5,7,1,0,0.68,7,5,Correct
5525,Turkey,TR,AI,44,Female,NA,6,6,5,5,2,1,1,1,Bike,ETHIC-AI,Utilitarian,1,4,1,4,1,0,0,7,7,Correct
5525,Turkey,TR,AI,44,Female,NA,6,6,5,5,2,1,1,2,Baby,VIRTUE-BOT,Deontological,1,1,4,5,1,0.88,0,1,7,Correct
5526,Turkey,TR,AI,39,Male,NA,6,1,1,7,5,3,2,1,Baby,VIRTUE-BOT,Utilitarian,1,7,1,1,5,1,1,7,7,Correct
5526,Turkey,TR,AI,39,Male,NA,6,1,1,7,5,3,2,2,Bike,ETHIC-AI,Deontological,7,1,7,1,4,0,0,7,7,Correct
5527,Turkey,TR,AI,48,Female,NA,6,7,4,5,7,5,4,1,Baby,ETHIC-AI,Utilitarian,1,7,1,7,1,0,0,7,7,Incorrect
5527,Turkey,TR,AI,48,Female,NA,6,7,4,5,7,5,4,2,Bike,VIRTUE-BOT,Deontological,1,7,1,7,1,0,0,7,7,Correct
5528,Turkey,TR,AI,33,Male,NA,6,4,4,4,6,4,5,1,Baby,ETHIC-AI,Deontological,5,5,4,3,1,0,0,7,6,Correct
5528,Turkey,TR,AI,33,Male,NA,6,4,4,4,6,4,5,2,Bike,VIRTUE-BOT,Utilitarian,5,4,5,5,4,0.28,0.1,4,4,Incorrect
5529,Turkey,TR,Human,31,Female,NA,6,2,2,7,5,3,5,1,Baby,Dr. Thompson,Deontological,5,3,4,3,3,0.71,0.67,3,3,Correct
5529,Turkey,TR,Human,31,Female,NA,6,2,2,7,5,3,5,2,Bike,Dr. Smith,Utilitarian,3,4,3,5,3,0.37,0.36,5,4,Correct
5530,Turkey,TR,Human,40,Male,NA,6,4,7,7,1,1,4,1,Baby,Dr. Thompson,Utilitarian,1,6,1,1,1,0,0,4,7,Correct
5530,Turkey,TR,Human,40,Male,NA,6,4,7,7,1,1,4,2,Bike,Dr. Smith,Deontological,1,7,1,1,1,1,1,7,7,Correct
5531,Turkey,TR,AI,33,Male,NA,6,4,4,7,6,4,6,1,Baby,VIRTUE-BOT,Utilitarian,2,6,2,6,2,0.12,0.17,6,6,Correct
5531,Turkey,TR,AI,33,Male,NA,6,4,4,7,6,4,6,2,Bike,ETHIC-AI,Deontological,2,6,2,6,2,0.12,0.16,6,6,Incorrect
5532,Turkey,TR,Human,48,Male,NA,4,5,5,5,4,3,4,1,Baby,Dr. Thompson,Deontological,4,3,4,4,4,1,1,7,6,Correct
5532,Turkey,TR,Human,48,Male,NA,4,5,5,5,4,3,4,2,Bike,Dr. Smith,Utilitarian,1,7,1,7,1,0.03,0,7,7,Correct
5533,Turkey,TR,Human,40,Female,NA,6,7,7,6,6,5,3,1,Bike,Dr. Smith,Deontological,6,2,6,1,6,0,0,3,2,Correct
5533,Turkey,TR,Human,40,Female,NA,6,7,7,6,6,5,3,2,Baby,Dr. Thompson,Utilitarian,6,2,6,1,6,0.63,0.71,1,6,Correct
5534,Turkey,TR,Human,33,Male,NA,8,2,3,7,7,5,5,1,Baby,Dr. Smith,Deontological,7,7,7,7,5,0,0,7,7,Correct
5534,Turkey,TR,Human,33,Male,NA,8,2,3,7,7,5,5,2,Bike,Dr. Thompson,Utilitarian,7,7,7,7,6,1,1,7,7,Correct
5535,Turkey,TR,AI,32,Female,NA,4,4,6,6,5,3,5,1,Baby,ETHIC-AI,Utilitarian,2,6,1,5,1,0,0.05,7,6,Correct
5535,Turkey,TR,AI,32,Female,NA,4,4,6,6,5,3,5,2,Bike,VIRTUE-BOT,Deontological,3,6,2,3,2,0.81,0.92,6,7,Correct
5536,Turkey,TR,AI,36,Female,NA,8,4,1,8,5,4,5,1,Bike,ETHIC-AI,Utilitarian,5,3,5,2,5,0.12,0.63,5,5,Correct
5536,Turkey,TR,AI,36,Female,NA,8,4,1,8,5,4,5,2,Baby,VIRTUE-BOT,Deontological,3,3,3,2,2,0.62,0.61,5,5,Correct
5537,Turkey,TR,Human,48,Male,NA,6,7,6,6,1,2,1,1,Bike,Dr. Thompson,Deontological,7,3,5,4,4,0,0,7,7,Correct
5537,Turkey,TR,Human,48,Male,NA,6,7,6,6,1,2,1,2,Baby,Dr. Smith,Utilitarian,7,4,7,5,7,1,1,7,7,Correct
5538,Turkey,TR,Human,32,Female,NA,6,1,5,7,3,2,1,1,Baby,Dr. Thompson,Utilitarian,4,3,4,1,3,0,0.13,7,6,Correct
5538,Turkey,TR,Human,32,Female,NA,6,1,5,7,3,2,1,2,Bike,Dr. Smith,Deontological,6,6,5,1,7,0.36,0.19,4,5,Correct
5539,Turkey,TR,Human,44,Female,NA,4,4,7,3,6,4,5,1,Bike,Dr. Thompson,Utilitarian,5,1,5,1,5,0.77,0.69,3,5,Correct
5539,Turkey,TR,Human,44,Female,NA,4,4,7,3,6,4,5,2,Baby,Dr. Smith,Deontological,7,1,6,2,5,0,0,7,7,Correct
5540,Turkey,TR,AI,28,Male,NA,6,4,4,7,5,5,5,1,Bike,ETHIC-AI,Utilitarian,5,5,3,4,4,1,1,5,5,Correct
5540,Turkey,TR,AI,28,Male,NA,6,4,4,7,5,5,5,2,Baby,VIRTUE-BOT,Deontological,4,4,4,3,3,1,1,5,4,Incorrect
5541,Turkey,TR,Human,51,Female,NA,4,1,4,8,4,3,4,1,Bike,Dr. Thompson,Utilitarian,4,4,4,1,4,0.51,0.51,4,4,Correct
5541,Turkey,TR,Human,51,Female,NA,4,1,4,8,4,3,4,2,Baby,Dr. Smith,Deontological,4,4,4,5,5,0.21,0.28,5,5,Correct
5542,Turkey,TR,AI,30,Male,NA,6,1,4,6,3,2,3,1,Bike,VIRTUE-BOT,Deontological,7,1,4,1,4,0,0,7,7,Correct
5542,Turkey,TR,AI,30,Male,NA,6,1,4,6,3,2,3,2,Baby,ETHIC-AI,Utilitarian,4,1,4,1,4,0.29,1,1,3,Correct
5543,Turkey,TR,Human,44,Male,NA,6,6,4,5,5,3,4,1,Bike,Dr. Smith,Utilitarian,6,1,6,2,7,1,0.69,7,5,Correct
5543,Turkey,TR,Human,44,Male,NA,6,6,4,5,5,3,4,2,Baby,Dr. Thompson,Deontological,7,1,7,1,7,0,0,7,7,Correct
5544,Turkey,TR,Human,28,Female,NA,6,4,4,8,5,3,4,1,Baby,Dr. Smith,Utilitarian,1,7,4,4,4,0,0.02,1,7,Incorrect
5544,Turkey,TR,Human,28,Female,NA,6,4,4,8,5,3,4,2,Bike,Dr. Thompson,Deontological,4,4,4,4,4,0.59,0.61,4,4,Correct
5545,Turkey,TR,AI,39,Male,NA,6,4,6,6,5,3,5,1,Baby,VIRTUE-BOT,Deontological,5,5,6,5,5,0.72,0.78,5,5,Incorrect
5545,Turkey,TR,AI,39,Male,NA,6,4,6,6,5,3,5,2,Bike,ETHIC-AI,Utilitarian,1,1,1,1,1,0,0,7,7,Correct
5546,Turkey,TR,Human,39,Male,NA,6,2,1,6,5,4,4,1,Baby,Dr. Thompson,Deontological,6,1,6,1,4,0,0,7,7,Correct
5546,Turkey,TR,Human,39,Male,NA,6,2,1,6,5,4,4,2,Bike,Dr. Smith,Utilitarian,7,1,6,2,6,1,0.89,1,3,Correct
5547,Turkey,TR,AI,40,Male,NA,6,7,6,6,6,4,6,1,Bike,ETHIC-AI,Deontological,2,2,2,5,5,1,1,5,5,Incorrect
5547,Turkey,TR,AI,40,Male,NA,6,7,6,6,6,4,6,2,Baby,VIRTUE-BOT,Utilitarian,7,7,7,1,7,0,0,7,7,Incorrect
5548,Turkey,TR,Human,44,Female,NA,6,1,2,6,6,4,6,1,Baby,Dr. Thompson,Deontological,4,4,4,4,4,0.49,0.49,1,4,Correct
5548,Turkey,TR,Human,44,Female,NA,6,1,2,6,6,4,6,2,Bike,Dr. Smith,Utilitarian,5,3,5,3,5,0.49,0.59,4,5,Correct
5549,Turkey,TR,Human,45,Male,NA,6,4,6,5,3,2,2,1,Baby,Dr. Thompson,Deontological,7,1,3,1,3,0.04,0,7,7,Correct
5549,Turkey,TR,Human,45,Male,NA,6,4,6,5,3,2,2,2,Bike,Dr. Smith,Utilitarian,4,3,2,5,1,0.04,0,7,7,Correct
5550,Turkey,TR,AI,58,Female,NA,6,2,1,8,6,4,4,1,Baby,ETHIC-AI,Deontological,5,2,4,1,4,0.2,0.15,6,6,Correct
5550,Turkey,TR,AI,58,Female,NA,6,2,1,8,6,4,4,2,Bike,VIRTUE-BOT,Utilitarian,6,1,5,3,5,0.78,0.86,7,7,Correct
5551,Turkey,TR,Human,31,Male,NA,3,4,2,6,5,4,3,1,Baby,Dr. Thompson,Utilitarian,4,6,3,4,6,NA,NA,4,4,Incorrect
5551,Turkey,TR,Human,31,Male,NA,3,4,2,6,5,4,3,2,Bike,Dr. Smith,Deontological,6,1,1,3,5,NA,NA,4,2,Incorrect
5552,Turkey,TR,AI,45,Female,NA,6,4,4,10,6,4,4,1,Bike,ETHIC-AI,Deontological,5,5,5,5,5,0.7,0.69,4,5,Correct
5552,Turkey,TR,AI,45,Female,NA,6,4,4,10,6,4,4,2,Baby,VIRTUE-BOT,Utilitarian,1,7,5,7,1,1,0.03,7,7,Incorrect
5553,Turkey,TR,AI,48,Male,NA,6,5,4,5,5,3,4,1,Baby,ETHIC-AI,Utilitarian,1,7,1,1,1,0,0,7,7,Correct
5553,Turkey,TR,AI,48,Male,NA,6,5,4,5,5,3,4,2,Bike,VIRTUE-BOT,Deontological,1,7,1,1,1,1,1,7,7,Correct
5554,Turkey,TR,AI,24,Male,NA,4,1,1,3,7,5,5,1,Baby,ETHIC-AI,Deontological,1,7,1,7,1,1,1,7,7,Correct
5554,Turkey,TR,AI,24,Male,NA,4,1,1,3,7,5,5,2,Bike,VIRTUE-BOT,Utilitarian,7,1,7,7,7,1,1,7,7,Correct
5555,Turkey,TR,Human,48,Male,NA,6,2,2,6,5,3,1,1,Baby,Dr. Smith,Utilitarian,1,7,1,7,1,NA,0,4,7,Incorrect
5555,Turkey,TR,Human,48,Male,NA,6,2,2,6,5,3,1,2,Bike,Dr. Thompson,Deontological,1,7,1,7,1,0,0.02,7,7,Correct
5556,Turkey,TR,Human,24,Female,NA,6,4,4,10,7,2,3,1,Baby,Dr. Thompson,Deontological,1,7,3,7,1,0.97,1,7,7,Correct
5556,Turkey,TR,Human,24,Female,NA,6,4,4,10,7,2,3,2,Bike,Dr. Smith,Utilitarian,7,1,6,1,7,0.97,1,6,7,Correct
5557,Turkey,TR,AI,39,Male,NA,6,3,2,7,5,3,5,1,Baby,ETHIC-AI,Deontological,5,5,5,4,4,0.08,0.09,5,5,Incorrect
5557,Turkey,TR,AI,39,Male,NA,6,3,2,7,5,3,5,2,Bike,VIRTUE-BOT,Utilitarian,5,4,5,4,3,0.81,0.75,5,5,Correct
5558,Turkey,TR,Human,49,Female,NA,4,4,5,5,1,1,1,1,Bike,Dr. Smith,Utilitarian,6,1,5,1,7,0,0.52,7,1,Correct
5558,Turkey,TR,Human,49,Female,NA,4,4,5,5,1,1,1,2,Baby,Dr. Thompson,Deontological,5,1,4,1,4,0.49,0.56,1,1,Correct
5559,Turkey,TR,AI,58,Female,NA,4,4,4,5,4,3,4,1,Bike,ETHIC-AI,Deontological,5,4,4,4,4,0.52,0.65,1,5,Incorrect
5559,Turkey,TR,AI,58,Female,NA,4,4,4,5,4,3,4,2,Baby,VIRTUE-BOT,Utilitarian,4,3,4,3,5,0.6,0.59,4,4,Correct
5560,Turkey,TR,AI,21,Female,NA,6,4,6,6,6,3,2,1,Baby,VIRTUE-BOT,Utilitarian,2,5,2,5,1,0.08,0.05,6,7,Correct
5560,Turkey,TR,AI,21,Female,NA,6,4,6,6,6,3,2,2,Bike,ETHIC-AI,Deontological,2,5,2,6,1,0.92,0.55,3,4,Correct
5561,Turkey,TR,AI,53,Male,NA,4,4,1,5,3,2,2,1,Baby,ETHIC-AI,Utilitarian,2,4,2,4,3,0.5,0.51,4,3,Correct
5561,Turkey,TR,AI,53,Male,NA,4,4,1,5,3,2,2,2,Bike,VIRTUE-BOT,Deontological,2,3,3,4,3,0.53,0.51,3,4,Correct
5562,Turkey,TR,AI,44,Male,NA,6,4,4,5,4,2,5,1,Bike,VIRTUE-BOT,Deontological,7,1,7,1,7,0.18,0.02,7,7,Correct
5562,Turkey,TR,AI,44,Male,NA,6,4,4,5,4,2,5,2,Baby,ETHIC-AI,Utilitarian,5,4,3,4,3,0.38,0.36,5,4,Correct
5563,Turkey,TR,AI,30,Male,NA,6,4,4,4,2,2,2,1,Bike,ETHIC-AI,Utilitarian,4,4,1,1,1,1,1,7,7,Correct
5563,Turkey,TR,AI,30,Male,NA,6,4,4,4,2,2,2,2,Baby,VIRTUE-BOT,Deontological,1,7,1,1,5,1,1,7,7,Correct
5564,Turkey,TR,AI,57,Female,NA,4,1,3,6,7,4,6,1,Bike,VIRTUE-BOT,Deontological,7,1,6,1,5,0.79,0.14,4,6,Correct
5564,Turkey,TR,AI,57,Female,NA,4,1,3,6,7,4,6,2,Baby,ETHIC-AI,Utilitarian,1,7,1,7,1,0,0.02,7,7,Correct
5565,Turkey,TR,Human,63,Male,NA,6,4,NA,10,4,3,4,1,Baby,Dr. Thompson,Utilitarian,2,7,1,7,1,0.6,0.06,6,5,Incorrect
5565,Turkey,TR,Human,63,Male,NA,6,4,NA,10,4,3,4,2,Bike,Dr. Smith,Deontological,6,3,4,7,4,0.54,0.78,4,5,Incorrect
5566,Turkey,TR,AI,58,Male,NA,4,1,2,3,3,2,4,1,Bike,VIRTUE-BOT,Utilitarian,7,6,3,6,3,0.92,1,6,6,Correct
5566,Turkey,TR,AI,58,Male,NA,4,1,2,3,3,2,4,2,Baby,ETHIC-AI,Deontological,7,6,6,6,7,0,0,7,7,Correct
5567,Turkey,TR,AI,29,Male,NA,6,1,4,7,3,3,5,1,Bike,ETHIC-AI,Deontological,3,5,4,7,1,0.53,0.44,2,2,Correct
5567,Turkey,TR,AI,29,Male,NA,6,1,4,7,3,3,5,2,Baby,VIRTUE-BOT,Utilitarian,1,7,2,7,3,0.24,0.22,5,4,Correct
5568,Turkey,TR,AI,38,Female,NA,6,2,1,8,5,2,5,1,Baby,ETHIC-AI,Utilitarian,7,1,7,1,1,1,1,7,7,Correct
5568,Turkey,TR,AI,38,Female,NA,6,2,1,8,5,2,5,2,Bike,VIRTUE-BOT,Deontological,4,2,2,5,6,1,1,7,7,Correct
5569,Turkey,TR,AI,33,Male,NA,6,4,5,6,7,5,6,1,Bike,ETHIC-AI,Utilitarian,6,3,6,1,6,1,1,7,7,Correct
5569,Turkey,TR,AI,33,Male,NA,6,4,5,6,7,5,6,2,Baby,VIRTUE-BOT,Deontological,5,1,6,7,7,1,0,7,7,Correct
5570,Turkey,TR,Human,41,Male,NA,8,4,3,7,5,2,3,1,Bike,Dr. Smith,Deontological,6,1,6,1,7,0.01,0.02,5,6,Correct
5570,Turkey,TR,Human,41,Male,NA,8,4,3,7,5,2,3,2,Baby,Dr. Thompson,Utilitarian,1,7,1,7,1,0.03,0.03,6,7,Correct
5571,Turkey,TR,AI,59,Male,NA,6,5,6,8,6,3,4,1,Bike,VIRTUE-BOT,Utilitarian,3,5,4,3,3,0,0,6,5,Correct
5571,Turkey,TR,AI,59,Male,NA,6,5,6,8,6,3,4,2,Baby,ETHIC-AI,Deontological,3,6,4,2,2,1,1,7,5,Incorrect
5572,Turkey,TR,Human,39,Male,NA,4,1,2,4,4,2,4,1,Bike,Dr. Smith,Utilitarian,4,6,3,7,1,0.8,0.52,5,1,Correct
5572,Turkey,TR,Human,39,Male,NA,4,1,2,4,4,2,4,2,Baby,Dr. Thompson,Deontological,7,1,7,1,7,0.01,0.02,7,7,Correct
5573,Turkey,TR,AI,49,Male,NA,6,4,5,3,6,3,4,1,Baby,ETHIC-AI,Utilitarian,3,3,3,3,4,0.54,0.3,4,6,Incorrect
5573,Turkey,TR,AI,49,Male,NA,6,4,5,3,6,3,4,2,Bike,VIRTUE-BOT,Deontological,6,2,6,6,3,0.68,0.2,3,6,Correct
5574,Turkey,TR,AI,27,Female,NA,6,2,2,4,4,3,5,1,Baby,ETHIC-AI,Deontological,2,5,2,1,1,0.65,0.85,4,5,Correct
5574,Turkey,TR,AI,27,Female,NA,6,2,2,4,4,3,5,2,Bike,VIRTUE-BOT,Utilitarian,7,1,4,5,4,0.63,0.79,2,5,Correct
5575,Turkey,TR,Human,26,Male,NA,6,5,4,9,7,5,6,1,Baby,Dr. Thompson,Utilitarian,5,2,5,4,4,0.71,0.76,4,4,Correct
5575,Turkey,TR,Human,26,Male,NA,6,5,4,9,7,5,6,2,Bike,Dr. Smith,Deontological,5,3,5,5,5,0.86,0.89,5,6,Incorrect
5576,Turkey,TR,AI,27,Female,NA,6,1,4,5,4,4,5,1,Baby,ETHIC-AI,Utilitarian,5,4,4,5,4,0.69,0.69,4,5,Correct
5576,Turkey,TR,AI,27,Female,NA,6,1,4,5,4,4,5,2,Bike,VIRTUE-BOT,Deontological,5,5,5,4,4,0.69,0.6,5,5,Incorrect
5577,Turkey,TR,Human,42,Female,NA,4,1,4,5,2,1,1,1,Baby,Dr. Thompson,Utilitarian,2,7,1,1,1,0.07,0,4,7,Correct
5577,Turkey,TR,Human,42,Female,NA,4,1,4,5,2,1,1,2,Bike,Dr. Smith,Deontological,7,1,7,7,7,0.48,0.07,3,7,Correct
5578,Turkey,TR,AI,46,Male,NA,6,4,4,1,2,2,5,1,Bike,VIRTUE-BOT,Utilitarian,3,6,2,2,2,0.08,0.16,6,6,Correct
5578,Turkey,TR,AI,46,Male,NA,6,4,4,1,2,2,5,2,Baby,ETHIC-AI,Deontological,7,1,7,2,6,0.1,0,2,7,Correct
5579,Turkey,TR,AI,61,Female,NA,4,4,5,3,6,4,6,1,Baby,VIRTUE-BOT,Utilitarian,5,3,6,1,4,0.53,1,4,6,Correct
5579,Turkey,TR,AI,61,Female,NA,4,4,5,3,6,4,6,2,Bike,ETHIC-AI,Deontological,4,4,4,4,4,0.51,0,4,7,Correct
